title,director,cast,country,genre,overview,year,source,combined_text,is_indian
Brahmastra Part One: Shiva,Ayan Mukerji,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni",,"Action, Adventure, Fantasy","A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them.",2022.0,IMDb,"Brahmastra Part One: Shiva Ayan Mukerji Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni Action, Adventure, Fantasy A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them.",True
Ghoomer,R. Balki,"Amitabh Bachchan, Shabana Azmi, Abhishek Bachchan, Saiyami Kher",,"Drama, Sport","Anina, a young batting prodigy, loses her right hand in an accident. An unsympathetic, failed cricketer gives her new hope, trains her with unconventional techniques, to turn her fate around. Ghoomer is a new style of bowling they invent.",2023.0,IMDb,"Ghoomer R. Balki Amitabh Bachchan, Shabana Azmi, Abhishek Bachchan, Saiyami Kher Drama, Sport Anina, a young batting prodigy, loses her right hand in an accident. An unsympathetic, failed cricketer gives her new hope, trains her with unconventional techniques, to turn her fate around. Ghoomer is a new style of bowling they invent.",False
Tiger 3,Maneesh Sharma,"Salman Khan, Katrina Kaif",,"Action, Adventure, Thriller",Plot under wraps,2023.0,IMDb,"Tiger 3 Maneesh Sharma Salman Khan, Katrina Kaif Action, Adventure, Thriller Plot under wraps",True
Tu Jhoothi Main Makkaar,Luv Ranjan,"Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi",,"Comedy, Romance","Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.",2023.0,IMDb,"Tu Jhoothi Main Makkaar Luv Ranjan Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi Comedy, Romance Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.",False
Drishyam 2,Abhishek Pathak,"Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran",,"Crime, Drama, Mystery",A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,2022.0,IMDb,"Drishyam 2 Abhishek Pathak Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran Crime, Drama, Mystery A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?",True
Gandhi,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",,"Biography, Drama, History",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,1982.0,IMDb,"Gandhi Richard Attenborough Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth Biography, Drama, History The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.",False
My Name Is Khan,Karan Johar,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane",,"Adventure, Drama, Romance",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,2010.0,IMDb,"My Name Is Khan Karan Johar Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane Adventure, Drama, Romance An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.",False
Rama Banam,Sriwass,"Gopichand, Dimple Hayathi, Jagapathi Babu, Kushboo",,"Action, Drama","Two siblings, who despite their difference in ideologies come together to fight for their common goal.",2023.0,IMDb,"Rama Banam Sriwass Gopichand, Dimple Hayathi, Jagapathi Babu, Kushboo Action, Drama Two siblings, who despite their difference in ideologies come together to fight for their common goal.",False
Thank You for Coming,Karan Boolani,"Bhumi Pednekar, Dolly Ahluwalia, Shibani Bedi, Saloni Daini",,Comedy,"When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",2023.0,IMDb,"Thank You for Coming Karan Boolani Bhumi Pednekar, Dolly Ahluwalia, Shibani Bedi, Saloni Daini Comedy When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",False
Dream Girl 2,Raaj Shaandilyaa,"Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor",,"Comedy, Drama, Romance","Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",2023.0,IMDb,"Dream Girl 2 Raaj Shaandilyaa Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor Comedy, Drama, Romance Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",False
Kushi,Shiva Nirvana,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma",,"Comedy, Drama, Romance","Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.",2023.0,IMDb,"Kushi Shiva Nirvana Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma Comedy, Drama, Romance Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.",False
Chor Nikal Ke Bhaga,Ajay Singh,"Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta",,"Crime, Drama, Thriller","A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.",2023.0,IMDb,"Chor Nikal Ke Bhaga Ajay Singh Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta Crime, Drama, Thriller A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.",False
Gangubai Kathiawadi,Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",,"Biography, Crime, Drama","Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",2022.0,IMDb,"Gangubai Kathiawadi Sanjay Leela Bhansali Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari Biography, Crime, Drama Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",False
Gaslight,Pavan Kirpalani,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev",,"Crime, Horror, Mystery","Misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.",2023.0,IMDb,"Gaslight Pavan Kirpalani Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev Crime, Horror, Mystery Misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.",False
The Buckingham Murders,Hansal Mehta,"Kareena Kapoor, Keith Allen, Haqi Ali, Chris Wilson",,Thriller,"Follows Jass, a detective-mother who after losing her own child must investigate the murder of a 10-year-old in Buckinghamshire, going down a rabbit hole of secrets, where almost everyone in the small town becomes a suspect.",2023.0,IMDb,"The Buckingham Murders Hansal Mehta Kareena Kapoor, Keith Allen, Haqi Ali, Chris Wilson Thriller Follows Jass, a detective-mother who after losing her own child must investigate the murder of a 10-year-old in Buckinghamshire, going down a rabbit hole of secrets, where almost everyone in the small town becomes a suspect.",False
Fighter,Siddharth Anand,"Hrithik Roshan, Deepika Padukone, Anil Kapoor, Akarsh Alagh",,"Action, Adventure, Thriller","FIGHTER is India's first aerial action film releasing in theaters on 25th January, 2024.",2024.0,IMDb,"Fighter Siddharth Anand Hrithik Roshan, Deepika Padukone, Anil Kapoor, Akarsh Alagh Action, Adventure, Thriller FIGHTER is India's first aerial action film releasing in theaters on 25th January, 2024.",True
Bholaa,Ajay Devgn,"Ajay Devgn, Tabu, Abhishek Bachchan, Amala Paul",,"Action, Adventure, Crime","After getting out of prison with the desire to meet his daughter, Bholaa's plans are interrupted by a well-orchestrated drug bust.",2023.0,IMDb,"Bholaa Ajay Devgn Ajay Devgn, Tabu, Abhishek Bachchan, Amala Paul Action, Adventure, Crime After getting out of prison with the desire to meet his daughter, Bholaa's plans are interrupted by a well-orchestrated drug bust.",False
Kabhi Khushi Kabhie Gham...,Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan",,"Drama, Musical, Romance","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",2001.0,IMDb,"Kabhi Khushi Kabhie Gham... Karan Johar Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan Drama, Musical, Romance After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",False
The Kerala Story,"Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani",,Drama,"A converted Muslim woman Fatima Ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an ISIS terrorist and landed in Afghanistan jail.",2023.0,IMDb,"The Kerala Story Sudipto Sen, Vipul Amrutlal Shah Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani Drama A converted Muslim woman Fatima Ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an ISIS terrorist and landed in Afghanistan jail.",False
Vikram Vedha,"Gayatri, Pushkar","Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf",,"Action, Crime, Drama",A tough police officer sets out to track down and kill an equally tough gangster.,2022.0,IMDb,"Vikram Vedha Gayatri, Pushkar Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf Action, Crime, Drama A tough police officer sets out to track down and kill an equally tough gangster.",False
"Swades: We, the People",Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth",,"Drama, Musical",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,2004.0,IMDb,"Swades: We, the People Ashutosh Gowariker Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth Drama, Musical A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.",False
Bajrangi Bhaijaan,"Kabir Khan, Mehmet Tutkun","Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",,"Action, Adventure, Comedy",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,2015.0,IMDb,"Bajrangi Bhaijaan Kabir Khan, Mehmet Tutkun Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor Action, Adventure, Comedy An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.",False
Bloody Daddy,Ali Abbas Zafar,"Shahid Kapoor, Vivan Bhatena, Diana Penty, Ronit Roy",,"Action, Crime, Drama","A messed up, tenacious man faces off against cops and crime lords to save the one relationship that matters to him.",2023.0,IMDb,"Bloody Daddy Ali Abbas Zafar Shahid Kapoor, Vivan Bhatena, Diana Penty, Ronit Roy Action, Crime, Drama A messed up, tenacious man faces off against cops and crime lords to save the one relationship that matters to him.",False
The Kashmir Files,Vivek Agnihotri,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi",,Drama,"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.",2022.0,IMDb,"The Kashmir Files Vivek Agnihotri Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi Drama A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.",False
Akelli,Pranay Meshram,"Nushrratt Bharuccha, Amir Boutrous, Nishant Dahiya, Vijay Kumar Dogra",,"Drama, Thriller",An ordinary Indian girl gets trapped in a war-torn land and survival is her battle.,2023.0,IMDb,"Akelli Pranay Meshram Nushrratt Bharuccha, Amir Boutrous, Nishant Dahiya, Vijay Kumar Dogra Drama, Thriller An ordinary Indian girl gets trapped in a war-torn land and survival is her battle.",False
OMG: Oh My God!,Umesh Shukla,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",,"Comedy, Drama, Fantasy",A shopkeeper takes God to court when his shop is destroyed by an earthquake.,2012.0,IMDb,"OMG: Oh My God! Umesh Shukla Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar Comedy, Drama, Fantasy A shopkeeper takes God to court when his shop is destroyed by an earthquake.",False
Adipurush,Om Raut,"Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage",,"Action, Adventure, Drama",A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the raakshash king Lankesh.,2023.0,IMDb,"Adipurush Om Raut Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage Action, Adventure, Drama A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the raakshash king Lankesh.",False
